id,full_name,MaleFemale,age,region,salary,commission,total_compensation,month,employee_type
N-261,Miguel Flores,Femenino,25,Ciudad de México,11649.59,5148.03,16797.62,Marzo,Tiempo Completo
N-262,Sofia Perez,Femenino,36,Puebla,15119.25,7639.54,22758.79,Marzo,Becario
N-263,Javier Garcia,Femenino,60,Tamaulipas,17558.19,5671.79,23229.98,Marzo,Por Hora
N-264,Claudia Flores,Femenino,22,Ciudad de México,23213.61,3298.28,26511.89,Marzo,Por Hora
N-265,Rodrigo Rodriguez,Masculino,31,Jalisco,19123.2,970.51,20093.71,Marzo,Por Hora
N-266,Claudia Flores,Masculino,60,Puebla,21682.46,4406.5,26088.96,Marzo,Becario
N-267,Claudia Sanchez,Masculino,39,Michoacán,12644.93,4022.34,16667.27,Marzo,Becario
N-268,Claudia Rodriguez,Femenino,56,Sonora,21873.56,8371.42,30244.980000000003,Marzo,Por Hora
N-269,Mariana Sanchez,Masculino,46,Michoacán,22451.31,5663.83,28115.14,Marzo,Por Hora
N-270,Daniela Garcia,Masculino,40,Michoacán,19354.34,5739.26,25093.6,Marzo,Por Hora
N-271,Rodrigo Rodriguez,Femenino,36,Tamaulipas,13149.34,477.57,13626.91,Marzo,Tiempo Completo
N-272,Rodrigo Ramirez,Femenino,65,Guerrero,22841.9,4712.25,27554.15,Marzo,Becario
N-273,Javier Martinez,Femenino,58,Tamaulipas,14692.84,7448.71,22141.55,Marzo,Becario
N-274,Sofia Hernandez,Femenino,50,Nuevo León,15565.79,2184.91,17750.7,Marzo,Tiempo Completo
N-275,Daniela Gonzalez,Masculino,55,Ciudad de México,7464.27,1325.98,8790.25,Marzo,Por Hora
N-276,Alejandro Garcia,Masculino,56,Ciudad de México,8631.89,2808.4,11440.289999999999,Marzo,Por Hora
N-277,Javier Garcia,Masculino,51,Nuevo León,5114.07,8345.19,13459.26,Marzo,Por Hora
N-278,Daniela Flores,Femenino,20,Guerrero,22355.75,6140.11,28495.86,Marzo,Tiempo Completo
N-279,Daniela Martinez,Femenino,52,Chihuahua,21840.77,867.42,22708.19,Marzo,Tiempo Completo
N-280,Rodrigo Lopez,Masculino,22,Veracruz,14847.11,3191.18,18038.29,Marzo,Tiempo Completo
N-281,Rodrigo Rodriguez,Femenino,46,Tamaulipas,16228.89,9694.48,25923.37,Marzo,Becario
N-282,Mariana Lopez,Femenino,27,Puebla,11307.72,6005.02,17312.739999999998,Marzo,Becario
N-283,Mariana Flores,Femenino,55,Ciudad de México,5075.34,4109.94,9185.279999999999,Marzo,Tiempo Completo
N-284,Javier Flores,Femenino,44,Ciudad de México,17964.91,3292.08,21256.989999999998,Marzo,Tiempo Completo
N-285,Mariana Gonzalez,Masculino,35,Chihuahua,17920.16,2110.2,20030.36,Marzo,Tiempo Completo
N-286,Daniela Flores,Femenino,21,Guerrero,9541.9,1032.79,10574.689999999999,Marzo,Tiempo Completo
N-287,Sofia Rodriguez,Masculino,34,Michoacán,9623.24,9570.54,19193.78,Marzo,Tiempo Completo
N-288,Miguel Martinez,Femenino,38,Nuevo León,24637.14,6336.98,30974.12,Marzo,Becario
N-289,Alejandro Lopez,Femenino,37,Nuevo León,17159.18,3283.02,20442.2,Marzo,Becario
N-290,Claudia Garcia,Femenino,57,Tamaulipas,18113.84,2443.13,20556.97,Marzo,Becario
N-291,Mariana Flores,Masculino,36,Puebla,9965.41,3406.02,13371.43,Marzo,Por Hora
N-292,Sofia Lopez,Masculino,39,Puebla,13759.75,5590.63,19350.38,Marzo,Tiempo Completo
N-293,Javier Perez,Masculino,57,Puebla,11177.3,6949.69,18126.989999999998,Marzo,Tiempo Completo
N-294,Maria Perez,Femenino,34,Guerrero,17978.61,7996.67,25975.28,Marzo,Por Hora
N-295,Claudia Flores,Femenino,47,Puebla,22488.52,7040.14,29528.66,Marzo,Tiempo Completo
N-296,Daniela Flores,Femenino,20,Michoacán,9254.49,5226.02,14480.51,Marzo,Por Hora
N-297,Rodrigo Martinez,Femenino,27,Tamaulipas,11717.01,5222.28,16939.29,Marzo,Becario
N-298,Alejandro Hernandez,Masculino,21,Ciudad de México,5034.91,6935.55,11970.46,Marzo,Tiempo Completo
N-299,Sofia Gonzalez,Femenino,47,Sonora,21618.71,3898.22,25516.93,Marzo,Tiempo Completo
N-300,Miguel Ramirez,Masculino,34,Ciudad de México,17588.37,7584.28,25172.649999999998,Marzo,Tiempo Completo
N-301,Maria Perez,Masculino,29,Tamaulipas,19680.91,6781.81,26462.72,Abril,Tiempo Completo
N-302,Mariana Lopez,Femenino,56,Ciudad de México,12939.27,2195.47,15134.74,Abril,Becario
N-303,Javier Sanchez,Femenino,45,Michoacán,21399.65,162.71,21562.36,Abril,Becario
N-304,Carlos Rodriguez,Masculino,60,Puebla,5509.61,8297.82,13807.43,Abril,Becario
N-305,Sofia Flores,Masculino,57,Sonora,20677.31,8443.1,29120.410000000003,Abril,Tiempo Completo
N-306,Mariana Hernandez,Masculino,36,Sonora,8271.35,4468.27,12739.62,Abril,Tiempo Completo
N-307,Rodrigo Rodriguez,Femenino,50,Ciudad de México,19486.84,7436.14,26922.98,Abril,Por Hora
N-308,Alejandro Rodriguez,Masculino,53,Guerrero,20098.32,3711.06,23809.38,Abril,Becario
N-309,Mariana Lopez,Masculino,64,Jalisco,5387.75,7509.83,12897.58,Abril,Tiempo Completo
N-310,Alejandro Flores,Femenino,61,Guerrero,15839.85,5358.53,21198.38,Abril,Becario
N-311,Mariana Martinez,Femenino,31,Ciudad de México,7132.74,4718.74,11851.48,Abril,Tiempo Completo
N-312,Miguel Gonzalez,Masculino,29,Veracruz,24758.25,5111.92,29870.17,Abril,Tiempo Completo
N-313,Mariana Lopez,Masculino,32,Veracruz,22618.17,849.53,23467.699999999997,Abril,Por Hora
N-314,Javier Perez,Masculino,33,Chihuahua,21626.26,465.04,22091.3,Abril,Por Hora
N-315,Daniela Martinez,Femenino,39,Chihuahua,24382.59,8945.38,33327.97,Abril,Por Hora
N-316,Claudia Hernandez,Femenino,44,Tamaulipas,21868.8,5136.58,27005.379999999997,Abril,Tiempo Completo
N-317,Rodrigo Garcia,Masculino,37,Michoacán,13903.77,9997.14,23900.91,Abril,Tiempo Completo
N-318,Mariana Hernandez,Femenino,35,Jalisco,12801.43,7175.79,19977.22,Abril,Tiempo Completo
N-319,Maria Ramirez,Femenino,47,Guerrero,15363.13,7180.11,22543.239999999998,Abril,Tiempo Completo
N-320,Sofia Martinez,Masculino,23,Veracruz,12648.75,1960.3,14609.05,Abril,Por Hora
N-321,Sofia Ramirez,Femenino,52,Nuevo León,8506.89,4999.71,13506.599999999999,Abril,Tiempo Completo
N-322,Miguel Lopez,Masculino,19,Sonora,23864.71,4866.27,28730.98,Abril,Becario
N-323,Javier Hernandez,Femenino,24,Tamaulipas,13168.49,3745.82,16914.31,Abril,Becario
N-324,Javier Sanchez,Femenino,55,Veracruz,12390.72,3213.12,15603.84,Abril,Tiempo Completo
N-325,Sofia Gonzalez,Masculino,24,Jalisco,8834.01,8441.17,17275.18,Abril,Por Hora
N-326,Rodrigo Sanchez,Femenino,45,Sonora,24851.4,3523.32,28374.72,Abril,Becario
N-327,Sofia Sanchez,Masculino,30,Puebla,8967.61,2645.4,11613.01,Abril,Becario
N-328,Daniela Lopez,Femenino,64,Michoacán,7485.6,9589.93,17075.53,Abril,Becario
N-329,Miguel Ramirez,Femenino,23,Puebla,21834.83,2351.71,24186.54,Abril,Por Hora
N-330,Mariana Garcia,Femenino,57,Michoacán,22418.46,1720.46,24138.92,Abril,Tiempo Completo
N-331,Claudia Sanchez,Masculino,25,Guerrero,5751.28,7074.84,12826.119999999999,Abril,Becario
N-332,Alejandro Rodriguez,Masculino,24,Guerrero,6218.78,3663.75,9882.529999999999,Abril,Por Hora
N-333,Miguel Perez,Masculino,29,Ciudad de México,18963.42,3141.24,22104.659999999996,Abril,Tiempo Completo
N-334,Miguel Hernandez,Femenino,38,Ciudad de México,9779.45,448.73,10228.18,Abril,Becario
N-335,Claudia Garcia,Femenino,59,Sonora,9810.68,424.05,10234.73,Abril,Becario
N-336,Mariana Martinez,Masculino,20,Puebla,19626.36,6697.42,26323.78,Abril,Becario
N-337,Maria Sanchez,Femenino,41,Puebla,18875.23,8386.1,27261.33,Abril,Por Hora
N-338,Rodrigo Flores,Femenino,60,Tamaulipas,19676.61,1991.73,21668.34,Abril,Por Hora
N-339,Javier Martinez,Femenino,57,Tamaulipas,15888.17,7712.25,23600.42,Abril,Becario
N-340,Mariana Rodriguez,Masculino,29,Chihuahua,20854.52,3228.19,24082.71,Abril,Tiempo Completo
N-341,Mariana Ramirez,Femenino,55,Michoacán,8793.77,2525.81,11319.58,Abril,Por Hora
N-342,Javier Sanchez,Femenino,34,Tamaulipas,17605.63,7037.92,24643.550000000003,Abril,Becario
N-343,Claudia Garcia,Femenino,32,Guerrero,7609.88,9740.92,17350.8,Abril,Tiempo Completo
N-344,Daniela Rodriguez,Femenino,38,Michoacán,12781.06,2697.09,15478.15,Abril,Becario
N-345,Alejandro Rodriguez,Masculino,49,Guerrero,8953.05,9283.01,18236.059999999998,Abril,Por Hora
N-346,Claudia Lopez,Masculino,19,Chihuahua,19884.25,6019.47,25903.72,Abril,Becario
N-347,Maria Sanchez,Femenino,44,Sonora,17067.21,5643.62,22710.829999999998,Abril,Por Hora
N-348,Miguel Garcia,Femenino,28,Veracruz,5120.02,2440.34,7560.360000000001,Abril,Por Hora
N-349,Miguel Ramirez,Femenino,54,Sonora,20456.45,2077.31,22533.760000000002,Abril,Becario
N-350,Maria Lopez,Femenino,48,Ciudad de México,7705.54,3097.23,10802.77,Abril,Por Hora
N-351,Sofia Garcia,Femenino,34,Michoacán,22624.1,492.16,23116.26,Abril,Por Hora
N-352,Rodrigo Hernandez,Femenino,56,Michoacán,7955.89,1661.5,9617.39,Abril,Por Hora
N-353,Mariana Sanchez,Femenino,45,Michoacán,9987.65,2916.19,12903.84,Abril,Becario
N-354,Rodrigo Martinez,Masculino,61,Nuevo León,18784.31,3148.82,21933.13,Abril,Por Hora
N-355,Miguel Hernandez,Masculino,41,Guerrero,7210.97,7198.41,14409.380000000001,Abril,Becario
N-356,Maria Hernandez,Femenino,35,Jalisco,22731.58,842.94,23574.52,Abril,Por Hora
N-357,Javier Hernandez,Femenino,50,Nuevo León,22827.71,8588.42,31416.129999999997,Abril,Becario
N-358,Carlos Rodriguez,Masculino,27,Jalisco,8630.4,8057.35,16687.75,Abril,Por Hora
N-359,Sofia Lopez,Femenino,20,Chihuahua,20144.32,9947.26,30091.58,Abril,Tiempo Completo
N-360,Maria Gonzalez,Femenino,24,Puebla,24668.84,6568.78,31237.62,Abril,Becario
N-361,Javier Sanchez,Femenino,23,Nuevo León,17276.63,7376.16,24652.79,Abril,Becario
N-362,Alejandro Rodriguez,Femenino,32,Ciudad de México,7022.86,6074.22,13097.08,Abril,Tiempo Completo
N-363,Rodrigo Rodriguez,Femenino,38,Chihuahua,9650.86,7763.91,17414.77,Abril,Tiempo Completo
N-364,Mariana Flores,Femenino,58,Sonora,9400.04,1844.34,11244.380000000001,Abril,Becario
N-365,Javier Gonzalez,Femenino,52,Guerrero,5788.36,5614.03,11402.39,Abril,Tiempo Completo
N-366,Javier Martinez,Femenino,33,Nuevo León,19545.15,3998.55,23543.7,Abril,Por Hora
N-367,Sofia Perez,Femenino,20,Guerrero,24459.99,4276.9,28736.89,Abril,Por Hora
N-368,Claudia Perez,Femenino,58,Guerrero,21529.45,8417.2,29946.65,Abril,Becario
N-369,Carlos Rodriguez,Masculino,26,Sonora,9658.27,5369.91,15028.18,Abril,Tiempo Completo
N-370,Carlos Rodriguez,Femenino,42,Jalisco,11904.87,288.26,12193.130000000001,Abril,Tiempo Completo
N-371,Javier Ramirez,Masculino,63,Veracruz,10950.08,8252.92,19203.0,Abril,Becario
N-372,Rodrigo Perez,Masculino,33,Nuevo León,24506.74,1991.44,26498.18,Abril,Becario
N-373,Alejandro Perez,Masculino,34,Puebla,7740.79,2748.46,10489.25,Abril,Por Hora
N-374,Maria Flores,Masculino,59,Jalisco,11183.84,7362.46,18546.3,Abril,Por Hora
N-375,Sofia Rodriguez,Masculino,61,Guerrero,21856.89,8800.2,30657.09,Abril,Por Hora
N-376,Maria Rodriguez,Femenino,19,Michoacán,24394.98,589.22,24984.2,Abril,Por Hora
N-377,Miguel Flores,Femenino,34,Jalisco,14496.39,6804.43,21300.82,Abril,Tiempo Completo
N-378,Daniela Lopez,Femenino,58,Ciudad de México,6464.45,8481.77,14946.220000000001,Abril,Por Hora
N-379,Carlos Gonzalez,Femenino,32,Nuevo León,8399.72,7786.37,16186.09,Abril,Por Hora
N-380,Miguel Gonzalez,Femenino,61,Tamaulipas,9381.07,4384.41,13765.48,Abril,Por Hora
N-381,Claudia Martinez,Masculino,58,Sonora,20292.43,8521.23,28813.66,Abril,Becario
N-382,Sofia Lopez,Masculino,64,Tamaulipas,23504.47,6875.13,30379.600000000002,Abril,Tiempo Completo
N-383,Sofia Gonzalez,Masculino,61,Nuevo León,9214.54,9932.31,19146.85,Abril,Tiempo Completo
N-384,Miguel Lopez,Masculino,21,Ciudad de México,6222.64,7711.11,13933.75,Abril,Tiempo Completo
N-385,Claudia Perez,Femenino,49,Guerrero,16598.87,3266.88,19865.75,Abril,Tiempo Completo
N-386,Miguel Gonzalez,Femenino,20,Sonora,5166.13,9484.5,14650.630000000001,Abril,Becario
N-387,Daniela Hernandez,Masculino,44,Ciudad de México,21591.81,7980.14,29571.95,Abril,Por Hora
N-388,Javier Hernandez,Femenino,53,Sonora,16203.59,7933.55,24137.14,Abril,Becario
N-389,Mariana Martinez,Masculino,49,Veracruz,6366.06,9602.29,15968.350000000002,Abril,Por Hora
N-390,Mariana Gonzalez,Masculino,29,Chihuahua,11166.7,1484.89,12651.59,Abril,Becario
N-391,Carlos Hernandez,Femenino,29,Michoacán,5370.55,474.26,5844.81,Abril,Tiempo Completo
N-392,Sofia Perez,Femenino,65,Ciudad de México,17590.05,3703.35,21293.399999999998,Abril,Por Hora
N-393,Rodrigo Lopez,Masculino,37,Chihuahua,21763.89,5161.98,26925.87,Abril,Tiempo Completo
N-394,Javier Garcia,Masculino,33,Veracruz,11139.25,2194.0,13333.25,Abril,Becario
N-395,Alejandro Hernandez,Masculino,63,Veracruz,15632.5,3787.47,19419.97,Abril,Por Hora
N-396,Claudia Hernandez,Masculino,42,Ciudad de México,14372.28,1665.85,16038.130000000001,Abril,Tiempo Completo
N-397,Mariana Perez,Femenino,37,Ciudad de México,18749.87,3759.01,22508.879999999997,Abril,Por Hora
N-398,Claudia Flores,Masculino,62,Jalisco,24627.0,3721.02,28348.02,Abril,Por Hora
N-399,Miguel Gonzalez,Masculino,37,Michoacán,10351.14,3064.67,13415.81,Abril,Por Hora
N-400,Maria Ramirez,Femenino,64,Guerrero,6480.27,1920.06,8400.33,Abril,Becario
N-401,Carlos Martinez,Femenino,36,Nuevo León,5722.54,4947.91,10670.45,Mayo,Becario
N-402,Daniela Flores,Femenino,49,Tamaulipas,20624.51,2008.53,22633.039999999997,Mayo,Tiempo Completo
N-403,Javier Garcia,Masculino,49,Michoacán,15677.17,8614.14,24291.309999999998,Mayo,Por Hora
N-404,Rodrigo Martinez,Femenino,63,Tamaulipas,17017.3,6391.64,23408.94,Mayo,Becario
N-405,Claudia Perez,Masculino,51,Guerrero,23718.33,7737.34,31455.670000000002,Mayo,Tiempo Completo
N-406,Rodrigo Hernandez,Femenino,46,Nuevo León,7344.34,5570.58,12914.92,Mayo,Becario
N-407,Claudia Hernandez,Femenino,43,Michoacán,11021.68,4047.11,15068.79,Mayo,Becario
N-408,Rodrigo Sanchez,Masculino,49,Jalisco,12681.27,3342.03,16023.300000000001,Mayo,Becario
N-409,Claudia Ramirez,Femenino,40,Chihuahua,15983.77,7970.83,23954.6,Mayo,Tiempo Completo
N-410,Javier Rodriguez,Femenino,19,Nuevo León,19370.17,3772.03,23142.199999999997,Mayo,Por Hora
N-411,Daniela Lopez,Masculino,29,Michoacán,11549.43,6423.61,17973.04,Mayo,Becario
N-412,Sofia Martinez,Masculino,30,Michoacán,6190.34,3943.93,10134.27,Mayo,Becario
N-413,Daniela Ramirez,Femenino,36,Puebla,9826.77,2084.11,11910.880000000001,Mayo,Por Hora
N-414,Mariana Martinez,Masculino,39,Guerrero,7204.77,786.94,7991.710000000001,Mayo,Tiempo Completo
N-415,Javier Lopez,Masculino,22,Michoacán,13993.66,432.6,14426.26,Mayo,Por Hora
N-416,Alejandro Sanchez,Masculino,57,Veracruz,7627.22,9934.35,17561.57,Mayo,Por Hora
N-417,Carlos Gonzalez,Femenino,65,Jalisco,15109.41,636.64,15746.05,Mayo,Becario
N-418,Daniela Flores,Femenino,31,Tamaulipas,5582.98,3548.93,9131.91,Mayo,Tiempo Completo
N-419,Rodrigo Martinez,Masculino,43,Tamaulipas,5497.59,8386.06,13883.65,Mayo,Becario
N-420,Carlos Martinez,Masculino,42,Nuevo León,17650.69,4544.99,22195.68,Mayo,Becario
N-421,Alejandro Lopez,Masculino,63,Veracruz,5395.63,551.2,5946.83,Mayo,Becario
N-422,Javier Martinez,Masculino,43,Michoacán,19405.62,6591.65,25997.269999999997,Mayo,Tiempo Completo
N-423,Sofia Flores,Femenino,60,Guerrero,18657.73,9782.66,28440.39,Mayo,Por Hora
N-424,Javier Garcia,Masculino,36,Jalisco,10269.03,3607.73,13876.76,Mayo,Tiempo Completo
N-425,Sofia Sanchez,Masculino,23,Puebla,23401.04,4588.29,27989.33,Mayo,Por Hora
N-426,Alejandro Perez,Femenino,58,Nuevo León,9457.43,7183.37,16640.8,Mayo,Por Hora
N-427,Sofia Gonzalez,Masculino,41,Puebla,15005.87,4596.13,19602.0,Mayo,Tiempo Completo
N-428,Rodrigo Perez,Femenino,33,Tamaulipas,11814.28,4720.21,16534.49,Mayo,Tiempo Completo
N-429,Alejandro Hernandez,Masculino,46,Guerrero,15396.2,5656.29,21052.49,Mayo,Tiempo Completo
N-430,Sofia Sanchez,Femenino,61,Chihuahua,15112.64,9094.52,24207.16,Mayo,Tiempo Completo
N-431,Daniela Ramirez,Femenino,50,Tamaulipas,23757.22,5509.23,29266.45,Mayo,Tiempo Completo
N-432,Rodrigo Perez,Masculino,21,Nuevo León,12129.51,1211.99,13341.5,Mayo,Por Hora
N-433,Rodrigo Garcia,Femenino,47,Ciudad de México,19340.91,5630.14,24971.05,Mayo,Becario
N-434,Mariana Hernandez,Femenino,30,Veracruz,21976.2,8984.67,30960.870000000003,Mayo,Tiempo Completo
N-435,Daniela Perez,Femenino,38,Chihuahua,12901.65,1621.94,14523.59,Mayo,Por Hora
N-436,Javier Garcia,Masculino,34,Sonora,21083.1,7720.65,28803.75,Mayo,Tiempo Completo
N-437,Carlos Gonzalez,Femenino,18,Puebla,18823.9,7462.2,26286.100000000002,Mayo,Becario
N-438,Mariana Martinez,Femenino,42,Jalisco,5042.11,9896.31,14938.419999999998,Mayo,Por Hora
N-439,Miguel Perez,Masculino,58,Chihuahua,16614.41,5379.39,21993.8,Mayo,Becario
N-440,Rodrigo Rodriguez,Masculino,55,Ciudad de México,22476.4,7250.54,29726.940000000002,Mayo,Becario
N-441,Daniela Gonzalez,Masculino,43,Michoacán,15661.9,8259.27,23921.17,Mayo,Tiempo Completo
N-442,Carlos Flores,Masculino,61,Sonora,22872.97,4192.51,27065.480000000003,Mayo,Por Hora
N-443,Carlos Hernandez,Femenino,50,Sonora,19639.35,9121.21,28760.559999999998,Mayo,Por Hora
N-444,Javier Flores,Femenino,32,Veracruz,14952.95,9625.56,24578.510000000002,Mayo,Por Hora
N-445,Claudia Rodriguez,Masculino,42,Nuevo León,5817.3,1400.31,7217.610000000001,Mayo,Por Hora
N-446,Rodrigo Martinez,Femenino,32,Guerrero,24164.61,4691.19,28855.8,Mayo,Becario
N-447,Mariana Lopez,Masculino,30,Sonora,19774.3,1940.34,21714.64,Mayo,Becario
N-448,Sofia Flores,Masculino,49,Puebla,12270.26,1736.36,14006.62,Mayo,Tiempo Completo
N-449,Sofia Perez,Femenino,38,Chihuahua,19954.9,154.09,20108.99,Mayo,Tiempo Completo
N-450,Carlos Perez,Femenino,61,Nuevo León,22590.83,7198.25,29789.08,Mayo,Becario
N-451,Sofia Martinez,Masculino,42,Sonora,12351.02,6292.85,18643.870000000003,Mayo,Por Hora
N-452,Maria Perez,Masculino,57,Michoacán,14980.19,5980.16,20960.35,Mayo,Tiempo Completo
N-453,Carlos Lopez,Femenino,47,Guerrero,8838.63,6280.38,15119.009999999998,Mayo,Becario
N-454,Maria Garcia,Masculino,50,Michoacán,7388.07,9040.03,16428.1,Mayo,Por Hora
N-455,Maria Gonzalez,Femenino,23,Sonora,15767.06,3675.52,19442.579999999998,Mayo,Tiempo Completo
N-456,Mariana Sanchez,Femenino,56,Michoacán,7610.23,8162.85,15773.08,Mayo,Tiempo Completo
N-457,Maria Lopez,Femenino,61,Ciudad de México,18551.09,4115.39,22666.48,Mayo,Tiempo Completo
N-458,Maria Lopez,Femenino,32,Veracruz,15040.11,6629.83,21669.940000000002,Mayo,Por Hora
N-459,Maria Rodriguez,Femenino,21,Veracruz,6279.57,2422.74,8702.31,Mayo,Becario
N-460,Miguel Gonzalez,Femenino,53,Nuevo León,11389.83,1525.73,12915.56,Mayo,Becario
N-461,Miguel Rodriguez,Masculino,49,Ciudad de México,6483.57,6851.1,13334.67,Mayo,Tiempo Completo
N-462,Daniela Martinez,Femenino,25,Ciudad de México,14196.38,2444.72,16641.1,Mayo,Tiempo Completo
N-463,Carlos Martinez,Masculino,61,Veracruz,17878.21,8468.48,26346.69,Mayo,Becario
N-464,Mariana Garcia,Femenino,53,Guerrero,19044.03,6716.12,25760.149999999998,Mayo,Becario
N-465,Miguel Sanchez,Femenino,25,Chihuahua,15841.98,2017.19,17859.17,Mayo,Por Hora
N-466,Maria Hernandez,Femenino,57,Tamaulipas,7732.28,3452.54,11184.82,Mayo,Por Hora
N-467,Alejandro Hernandez,Femenino,42,Guerrero,9710.89,8061.72,17772.61,Mayo,Becario
N-468,Claudia Rodriguez,Masculino,29,Puebla,13676.14,2914.49,16590.629999999997,Mayo,Becario
N-469,Carlos Garcia,Masculino,28,Ciudad de México,24853.28,2219.75,27073.03,Mayo,Becario
N-470,Mariana Garcia,Femenino,21,Tamaulipas,21410.32,2793.9,24204.22,Mayo,Becario
N-471,Alejandro Hernandez,Femenino,53,Veracruz,8274.04,6870.2,15144.240000000002,Mayo,Becario
N-472,Maria Hernandez,Masculino,42,Puebla,15234.28,1748.91,16983.190000000002,Mayo,Por Hora
N-473,Claudia Hernandez,Masculino,45,Veracruz,6476.62,5384.22,11860.84,Mayo,Por Hora
N-474,Sofia Gonzalez,Masculino,59,Veracruz,15427.96,4871.19,20299.149999999998,Mayo,Por Hora
N-475,Carlos Rodriguez,Femenino,59,Guerrero,21025.37,3103.23,24128.6,Mayo,Por Hora
N-476,Mariana Sanchez,Masculino,59,Ciudad de México,12540.9,2846.32,15387.22,Mayo,Becario
N-477,Rodrigo Hernandez,Femenino,31,Michoacán,22160.34,1598.03,23758.37,Mayo,Becario
N-478,Maria Hernandez,Femenino,34,Chihuahua,13764.91,1020.44,14785.35,Mayo,Por Hora
N-479,Rodrigo Sanchez,Masculino,54,Guerrero,18329.58,219.96,18549.54,Mayo,Becario
N-480,Alejandro Hernandez,Masculino,52,Sonora,23121.55,3743.84,26865.39,Mayo,Por Hora
N-481,Daniela Gonzalez,Masculino,43,Chihuahua,15124.17,5170.81,20294.98,Mayo,Por Hora
N-482,Javier Garcia,Masculino,59,Tamaulipas,24524.14,581.7,25105.84,Mayo,Por Hora
N-483,Rodrigo Hernandez,Masculino,20,Chihuahua,6593.98,1500.54,8094.5199999999995,Mayo,Por Hora
N-484,Rodrigo Ramirez,Femenino,35,Chihuahua,14213.03,9650.84,23863.870000000003,Mayo,Tiempo Completo
N-485,Sofia Lopez,Masculino,34,Jalisco,17218.98,2282.37,19501.35,Mayo,Becario
N-486,Mariana Rodriguez,Masculino,54,Veracruz,24481.3,7965.12,32446.42,Mayo,Becario
N-487,Claudia Sanchez,Femenino,26,Nuevo León,22524.41,6370.74,28895.15,Mayo,Tiempo Completo
N-488,Alejandro Flores,Masculino,22,Michoacán,10171.47,842.17,11013.64,Mayo,Por Hora
N-489,Maria Garcia,Femenino,50,Jalisco,18784.94,3477.05,22261.989999999998,Mayo,Tiempo Completo
N-490,Javier Garcia,Masculino,40,Veracruz,14537.48,1968.13,16505.61,Mayo,Por Hora
N-491,Miguel Sanchez,Masculino,20,Guerrero,11145.39,9484.21,20629.6,Mayo,Por Hora
N-492,Daniela Perez,Femenino,58,Sonora,8832.5,8136.29,16968.79,Mayo,Por Hora
N-493,Miguel Gonzalez,Masculino,24,Sonora,7747.3,7816.1,15563.400000000001,Mayo,Tiempo Completo
N-494,Claudia Perez,Masculino,59,Michoacán,23453.18,7230.52,30683.7,Mayo,Por Hora
N-495,Miguel Garcia,Femenino,45,Jalisco,6996.97,7936.62,14933.59,Mayo,Tiempo Completo
N-496,Miguel Lopez,Masculino,28,Veracruz,15826.49,3587.34,19413.83,Mayo,Tiempo Completo
N-497,Sofia Ramirez,Masculino,40,Jalisco,21419.77,889.89,22309.66,Mayo,Tiempo Completo
N-498,Javier Perez,Femenino,44,Sonora,14532.57,649.19,15181.76,Mayo,Tiempo Completo
N-499,Rodrigo Martinez,Femenino,22,Michoacán,15356.07,2114.51,17470.58,Mayo,Becario
N-500,Maria Perez,Femenino,27,Nuevo León,20089.4,2755.95,22845.350000000002,Mayo,Becario
N-501,Mariana Garcia,Femenino,48,Guerrero,22101.38,9757.07,31858.45,Junio,Por Hora
N-502,Daniela Martinez,Femenino,23,Sonora,16381.64,8440.8,24822.44,Junio,Por Hora
N-503,Maria Sanchez,Masculino,55,Sonora,5953.85,5097.83,11051.68,Junio,Por Hora
N-504,Daniela Flores,Masculino,52,Ciudad de México,9405.99,432.37,9838.36,Junio,Por Hora
N-505,Daniela Sanchez,Masculino,52,Guerrero,21144.32,2479.36,23623.68,Junio,Por Hora
N-506,Alejandro Flores,Femenino,34,Michoacán,12069.02,7271.22,19340.24,Junio,Tiempo Completo
N-507,Mariana Rodriguez,Femenino,59,Nuevo León,18528.96,5996.11,24525.07,Junio,Becario
N-508,Mariana Martinez,Masculino,56,Sonora,24387.13,3708.59,28095.72,Junio,Tiempo Completo
N-509,Claudia Garcia,Femenino,55,Tamaulipas,6911.49,3330.25,10241.74,Junio,Becario
N-510,Sofia Gonzalez,Femenino,61,Chihuahua,23687.88,7153.91,30841.79,Junio,Por Hora
N-511,Sofia Sanchez,Masculino,37,Michoacán,17938.18,4094.33,22032.510000000002,Junio,Tiempo Completo
N-512,Rodrigo Hernandez,Femenino,58,Sonora,18953.34,9321.33,28274.67,Junio,Becario
N-513,Rodrigo Lopez,Masculino,64,Jalisco,20150.89,2553.89,22704.78,Junio,Becario
N-514,Maria Gonzalez,Masculino,20,Chihuahua,17252.43,6525.8,23778.23,Junio,Por Hora
N-515,Miguel Gonzalez,Femenino,50,Puebla,22890.25,1684.69,24574.94,Junio,Por Hora
N-516,Mariana Perez,Femenino,62,Sonora,21517.29,3525.58,25042.870000000003,Junio,Por Hora
N-517,Javier Martinez,Femenino,36,Jalisco,5044.85,4129.26,9174.11,Junio,Becario
N-518,Miguel Ramirez,Masculino,25,Veracruz,16351.91,5625.06,21976.97,Junio,Becario
N-519,Miguel Perez,Femenino,20,Puebla,13743.11,6426.07,20169.18,Junio,Tiempo Completo
N-520,Daniela Sanchez,Masculino,21,Veracruz,13798.21,6097.96,19896.17,Junio,Tiempo Completo
N-521,Carlos Sanchez,Femenino,56,Veracruz,22231.94,8064.98,30296.92,Junio,Tiempo Completo
